filename,category,source_recording,duration_seconds,sample_rate,filepath
102_1b1_Ar_sc_Meditron_cycle003_2.01s.wav,normal,102_1b1_Ar_sc_Meditron,2.014,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle003_2.01s.wav
102_1b1_Ar_sc_Meditron_cycle004_1.33s.wav,normal,102_1b1_Ar_sc_Meditron,1.329,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle004_1.33s.wav
102_1b1_Ar_sc_Meditron_cycle005_1.40s.wav,normal,102_1b1_Ar_sc_Meditron,1.4,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle005_1.40s.wav
102_1b1_Ar_sc_Meditron_cycle006_1.57s.wav,normal,102_1b1_Ar_sc_Meditron,1.571,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle006_1.57s.wav
102_1b1_Ar_sc_Meditron_cycle007_1.43s.wav,normal,102_1b1_Ar_sc_Meditron,1.429,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle007_1.43s.wav
102_1b1_Ar_sc_Meditron_cycle008_2.00s.wav,normal,102_1b1_Ar_sc_Meditron,2.0,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle008_2.00s.wav
102_1b1_Ar_sc_Meditron_cycle009_1.63s.wav,normal,102_1b1_Ar_sc_Meditron,1.628,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle009_1.63s.wav
102_1b1_Ar_sc_Meditron_cycle010_1.73s.wav,normal,102_1b1_Ar_sc_Meditron,1.729,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle010_1.73s.wav
102_1b1_Ar_sc_Meditron_cycle011_1.50s.wav,normal,102_1b1_Ar_sc_Meditron,1.5,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle011_1.50s.wav
102_1b1_Ar_sc_Meditron_cycle012_1.70s.wav,normal,102_1b1_Ar_sc_Meditron,1.7,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle012_1.70s.wav
102_1b1_Ar_sc_Meditron_cycle013_0.37s.wav,normal,102_1b1_Ar_sc_Meditron,0.371,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\102_1b1_Ar_sc_Meditron_cycle013_0.37s.wav
103_2b2_Ar_mc_LittC2SE_cycle002_3.39s.wav,normal,103_2b2_Ar_mc_LittC2SE,3.386,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\103_2b2_Ar_mc_LittC2SE_cycle002_3.39s.wav
103_2b2_Ar_mc_LittC2SE_cycle006_2.99s.wav,normal,103_2b2_Ar_mc_LittC2SE,2.986,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\103_2b2_Ar_mc_LittC2SE_cycle006_2.99s.wav
104_1b1_Al_sc_Litt3200_cycle001_1.88s.wav,normal,104_1b1_Al_sc_Litt3200,1.8771,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Al_sc_Litt3200_cycle001_1.88s.wav
104_1b1_Al_sc_Litt3200_cycle002_1.88s.wav,normal,104_1b1_Al_sc_Litt3200,1.8772,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Al_sc_Litt3200_cycle002_1.88s.wav
104_1b1_Al_sc_Litt3200_cycle003_2.35s.wav,normal,104_1b1_Al_sc_Litt3200,2.3528,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Al_sc_Litt3200_cycle003_2.35s.wav
104_1b1_Al_sc_Litt3200_cycle004_2.14s.wav,normal,104_1b1_Al_sc_Litt3200,2.1431,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Al_sc_Litt3200_cycle004_2.14s.wav
104_1b1_Al_sc_Litt3200_cycle005_4.37s.wav,normal,104_1b1_Al_sc_Litt3200,4.3678,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Al_sc_Litt3200_cycle005_4.37s.wav
104_1b1_Al_sc_Litt3200_cycle006_3.24s.wav,normal,104_1b1_Al_sc_Litt3200,3.238,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Al_sc_Litt3200_cycle006_3.24s.wav
104_1b1_Ar_sc_Litt3200_cycle011_3.13s.wav,normal,104_1b1_Ar_sc_Litt3200,3.128,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ar_sc_Litt3200_cycle011_3.13s.wav
104_1b1_Ar_sc_Litt3200_cycle012_0.78s.wav,normal,104_1b1_Ar_sc_Litt3200,0.7751,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ar_sc_Litt3200_cycle012_0.78s.wav
104_1b1_Ar_sc_Litt3200_cycle013_1.71s.wav,normal,104_1b1_Ar_sc_Litt3200,1.713,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ar_sc_Litt3200_cycle013_1.71s.wav
104_1b1_Ar_sc_Litt3200_cycle014_0.92s.wav,normal,104_1b1_Ar_sc_Litt3200,0.92,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ar_sc_Litt3200_cycle014_0.92s.wav
104_1b1_Ll_sc_Litt3200_cycle001_1.86s.wav,normal,104_1b1_Ll_sc_Litt3200,1.86,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ll_sc_Litt3200_cycle001_1.86s.wav
104_1b1_Ll_sc_Litt3200_cycle002_1.89s.wav,normal,104_1b1_Ll_sc_Litt3200,1.8896,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ll_sc_Litt3200_cycle002_1.89s.wav
104_1b1_Ll_sc_Litt3200_cycle003_2.02s.wav,normal,104_1b1_Ll_sc_Litt3200,2.0151,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ll_sc_Litt3200_cycle003_2.02s.wav
104_1b1_Ll_sc_Litt3200_cycle004_2.12s.wav,normal,104_1b1_Ll_sc_Litt3200,2.1222,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ll_sc_Litt3200_cycle004_2.12s.wav
104_1b1_Ll_sc_Litt3200_cycle006_2.32s.wav,normal,104_1b1_Ll_sc_Litt3200,2.325,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ll_sc_Litt3200_cycle006_2.32s.wav
104_1b1_Ll_sc_Litt3200_cycle007_5.76s.wav,normal,104_1b1_Ll_sc_Litt3200,5.759,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Ll_sc_Litt3200_cycle007_5.76s.wav
104_1b1_Lr_sc_Litt3200_cycle001_1.89s.wav,normal,104_1b1_Lr_sc_Litt3200,1.8902,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Lr_sc_Litt3200_cycle001_1.89s.wav
104_1b1_Lr_sc_Litt3200_cycle002_1.58s.wav,normal,104_1b1_Lr_sc_Litt3200,1.5799,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Lr_sc_Litt3200_cycle002_1.58s.wav
104_1b1_Lr_sc_Litt3200_cycle003_2.20s.wav,normal,104_1b1_Lr_sc_Litt3200,2.2002,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Lr_sc_Litt3200_cycle003_2.20s.wav
104_1b1_Lr_sc_Litt3200_cycle004_2.41s.wav,normal,104_1b1_Lr_sc_Litt3200,2.4136,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Lr_sc_Litt3200_cycle004_2.41s.wav
104_1b1_Lr_sc_Litt3200_cycle005_6.19s.wav,normal,104_1b1_Lr_sc_Litt3200,6.1938,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Lr_sc_Litt3200_cycle005_6.19s.wav
104_1b1_Pl_sc_Litt3200_cycle001_1.07s.wav,normal,104_1b1_Pl_sc_Litt3200,1.0665,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle001_1.07s.wav
104_1b1_Pl_sc_Litt3200_cycle002_1.46s.wav,normal,104_1b1_Pl_sc_Litt3200,1.4591,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle002_1.46s.wav
104_1b1_Pl_sc_Litt3200_cycle003_2.22s.wav,normal,104_1b1_Pl_sc_Litt3200,2.2218,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle003_2.22s.wav
104_1b1_Pl_sc_Litt3200_cycle004_2.46s.wav,normal,104_1b1_Pl_sc_Litt3200,2.4628,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle004_2.46s.wav
104_1b1_Pl_sc_Litt3200_cycle005_2.85s.wav,normal,104_1b1_Pl_sc_Litt3200,2.8518,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle005_2.85s.wav
104_1b1_Pl_sc_Litt3200_cycle006_0.82s.wav,normal,104_1b1_Pl_sc_Litt3200,0.818,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle006_0.82s.wav
104_1b1_Pl_sc_Litt3200_cycle007_0.75s.wav,normal,104_1b1_Pl_sc_Litt3200,0.752,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle007_0.75s.wav
104_1b1_Pl_sc_Litt3200_cycle008_1.50s.wav,normal,104_1b1_Pl_sc_Litt3200,1.503,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle008_1.50s.wav
104_1b1_Pl_sc_Litt3200_cycle009_3.03s.wav,normal,104_1b1_Pl_sc_Litt3200,3.03,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle009_3.03s.wav
104_1b1_Pl_sc_Litt3200_cycle010_1.64s.wav,normal,104_1b1_Pl_sc_Litt3200,1.64,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle010_1.64s.wav
104_1b1_Pl_sc_Litt3200_cycle011_2.41s.wav,normal,104_1b1_Pl_sc_Litt3200,2.407,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle011_2.41s.wav
104_1b1_Pl_sc_Litt3200_cycle012_1.58s.wav,normal,104_1b1_Pl_sc_Litt3200,1.578,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle012_1.58s.wav
104_1b1_Pl_sc_Litt3200_cycle013_1.17s.wav,normal,104_1b1_Pl_sc_Litt3200,1.17,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pl_sc_Litt3200_cycle013_1.17s.wav
104_1b1_Pr_sc_Litt3200_cycle001_3.11s.wav,normal,104_1b1_Pr_sc_Litt3200,3.1114,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle001_3.11s.wav
104_1b1_Pr_sc_Litt3200_cycle002_2.04s.wav,normal,104_1b1_Pr_sc_Litt3200,2.0437,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle002_2.04s.wav
104_1b1_Pr_sc_Litt3200_cycle003_2.36s.wav,normal,104_1b1_Pr_sc_Litt3200,2.3611,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle003_2.36s.wav
104_1b1_Pr_sc_Litt3200_cycle004_2.62s.wav,normal,104_1b1_Pr_sc_Litt3200,2.618,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle004_2.62s.wav
104_1b1_Pr_sc_Litt3200_cycle005_2.19s.wav,normal,104_1b1_Pr_sc_Litt3200,2.189,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle005_2.19s.wav
104_1b1_Pr_sc_Litt3200_cycle006_3.43s.wav,normal,104_1b1_Pr_sc_Litt3200,3.433,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle006_3.43s.wav
104_1b1_Pr_sc_Litt3200_cycle007_1.19s.wav,normal,104_1b1_Pr_sc_Litt3200,1.194,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle007_1.19s.wav
104_1b1_Pr_sc_Litt3200_cycle008_0.75s.wav,normal,104_1b1_Pr_sc_Litt3200,0.754,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle008_0.75s.wav
104_1b1_Pr_sc_Litt3200_cycle009_1.82s.wav,normal,104_1b1_Pr_sc_Litt3200,1.822,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle009_1.82s.wav
104_1b1_Pr_sc_Litt3200_cycle010_1.52s.wav,normal,104_1b1_Pr_sc_Litt3200,1.519,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\104_1b1_Pr_sc_Litt3200_cycle010_1.52s.wav
105_1b1_Tc_sc_Meditron_cycle001_2.24s.wav,normal,105_1b1_Tc_sc_Meditron,2.243,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\105_1b1_Tc_sc_Meditron_cycle001_2.24s.wav
105_1b1_Tc_sc_Meditron_cycle002_2.60s.wav,normal,105_1b1_Tc_sc_Meditron,2.5999,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\105_1b1_Tc_sc_Meditron_cycle002_2.60s.wav
105_1b1_Tc_sc_Meditron_cycle003_2.63s.wav,normal,105_1b1_Tc_sc_Meditron,2.6281,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\105_1b1_Tc_sc_Meditron_cycle003_2.63s.wav
105_1b1_Tc_sc_Meditron_cycle004_2.83s.wav,normal,105_1b1_Tc_sc_Meditron,2.829,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\105_1b1_Tc_sc_Meditron_cycle004_2.83s.wav
